|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
1464|1464|0879f17512|1|5|480.0|green|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|96.0|reputation: green; products: 1; stock: 5; priceproduct: 96.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00642996  0.01461354  0.01454047 ... -0.01096015  0.02367393
  0.01560726]"|1
1465|1465|087ab83b70|3|390|1536.0|green_gold|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|3.94|reputation: green_gold; products: 3; stock: 390; priceproduct: 3.94; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01508315 -0.00711441  0.02948585 ... -0.00268397  0.04146164
  0.01955139]"|1
1466|1466|087ad2b682|1|17|106.62|green_gold|FulfilledbyMerchant|new|not refubirshed|LIGHTING|yes|6.27|reputation: green_gold; products: 1; stock: 17; priceproduct: 6.27; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|57|1|"[-0.01402751 -0.00262119  0.01473757 ... -0.00985022  0.03302545
  0.00373538]"|3
1467|1467|087d62ce48|25|59|47083.0|green|Other,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,HOME OUTDOORS,CONSTRUCTION,TOOLS,FURNITURE,SPORTS,INDUSTRY,HOUSEHOLD ITEMS,LIGHTING|no|798.02|reputation: green; products: 25; stock: 59; priceproduct: 798.02; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 11; regularprice: no; Cluster:1|57|11|"[-0.00222651 -0.00169493  0.02266592 ... -0.01241653  0.01604575
  0.01365596]"|1
1468|1468|087f5ddfba|1|2|550.0|green_silver|Cross Docking|new|not refubirshed|HABERDASHERY|no|275.0|reputation: green_silver; products: 1; stock: 2; priceproduct: 275.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.0025875  -0.00656983  0.01244225 ... -0.01003838  0.00955612
  0.02389031]"|1
1469|1469|0880339105|5|54|1990.4|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP,APPAREL ACCESSORIES,FOODS|yes|36.86|reputation: green_gold; products: 5; stock: 54; priceproduct: 36.86; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes; Cluster:3|61|3|"[-0.01826667  0.00113601  0.02184453 ... -0.01231113  0.03275924
  0.00808414]"|3
1470|1470|088116ec5a|1|1|10000.0|newbie|Other|used|not refubirshed|OTHER|no|10000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 10000.0; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.01675562 -0.00962845 -0.00996748 ...  0.00854356  0.02984971
  0.00271789]"|2
1471|1471|0883600441|2|62|524.0|yellow|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|8.45|reputation: yellow; products: 2; stock: 62; priceproduct: 8.45; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-1.67934503e-02 -1.07866781e-05  7.15109892e-03 ... -1.90994557e-04
  2.45523565e-02  1.79640409e-02]"|1
1472|1472|08839d6f57|1|12|379.0|yellow|Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|31.58|reputation: yellow; products: 1; stock: 12; priceproduct: 31.58; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.01989344  0.00126195  0.01148787 ...  0.00090412  0.03183546
  0.01530723]"|1
1473|1473|08880db064|1|4|450.0|green|Cross Docking|new|not refubirshed|OTHER|no|112.5|reputation: green; products: 1; stock: 4; priceproduct: 112.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00675227  0.01003697  0.02313185 ... -0.01353381  0.02143463
  0.02038119]"|1
1474|1474|0889a57773|1|1|9499.0|newbie|DropShipping|used|not refubirshed|FURNITURE|no|9499.0|reputation: newbie; products: 1; stock: 1; priceproduct: 9499.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[ 0.00037392 -0.00196413 -0.02403433 ...  0.0029213   0.02190975
  0.00092121]"|2
1475|1475|08918d357b|5|13|15877.34|green_platinum|Cross Docking|new|not refubirshed|ACC MOTORCYCLES|yes,no|1221.33|reputation: green_platinum; products: 5; stock: 13; priceproduct: 1221.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:0|59|1|"[ 0.00841725 -0.0073971   0.00983268 ... -0.0077773   0.02528188
  0.02169815]"|0
1476|1476|08936a9b71|3|179|2770.73|green|DropShipping,Cross Docking|new|not refubirshed|HEALTH|yes,no|15.48|reputation: green; products: 3; stock: 179; priceproduct: 15.48; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:3|59|1|"[ 0.00301301  0.00819098  0.02952563 ... -0.00840345  0.02096832
  0.01797913]"|3
1477|1477|08944ec79f|2|2|1400.0|green|Cross Docking|new|not refubirshed|STATIONERY|no|700.0|reputation: green; products: 2; stock: 2; priceproduct: 700.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01318256  0.00224089  0.02133191 ... -0.00909678  0.01832679
  0.01828238]"|1
1478|1478|0898f73abb|9|10299|6181.95|green_silver|DropShipping|new|not refubirshed|MUSICAL INSTRUMENTS,TOYS AND GAMES,APPAREL,ACC CARS & VANS,PARTY,APPAREL ACCESSORIES|yes,no|0.6|reputation: green_silver; products: 9; stock: 10299; priceproduct: 0.6; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 6; regularprice: yes,no; Cluster:3|58|6|"[ 0.01452573 -0.00694065  0.01177762 ... -0.00236108  0.02001454
  0.01020727]"|3
1479|1479|08990a843b|2|702|5398.0|newbie|Other|new|not refubirshed|OTHER|no|7.69|reputation: newbie; products: 2; stock: 702; priceproduct: 7.69; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|53|1|"[-0.02772171 -0.01630333 -0.01890461 ...  0.00698336  0.02050772
  0.00843902]"|2
1480|1480|089c027e83|1|235|201.09|green_platinum|FulfilledbyMerchant|new|not refubirshed|APPAREL|yes|0.86|reputation: green_platinum; products: 1; stock: 235; priceproduct: 0.86; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:0|58|1|"[ 0.00873626 -0.01946766 -0.00469687 ... -0.00450794  0.0228231
  0.01685282]"|0
1481|1481|089c104a23|12|6108|6803.56|green_gold|DropShipping,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,HOUSEHOLD APPLIANCES,APPAREL,SPORTS,AUDIO & GENERAL ELECTRONICS,PARTY,FOOTWEAR|yes|1.11|reputation: green_gold; products: 12; stock: 6108; priceproduct: 1.11; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 8; regularprice: yes; Cluster:3|60|8|"[ 0.01128132 -0.0003488   0.0507285  ... -0.01056969  0.03550696
  0.00597026]"|3
1482|1482|089c1d5737|3|899|536.5|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,PARTY,SMARTPHONES & TABLETS|yes|0.6|reputation: green_platinum; products: 3; stock: 899; priceproduct: 0.6; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes; Cluster:0|58|3|"[-0.00020998 -0.02438783  0.00102384 ...  0.00502509  0.02532523
  0.02535597]"|0
1483|1483|08a00d6a3b|1|73|549.0|green_gold|Cross Docking|new|not refubirshed|CPG HOME CARE|no|7.52|reputation: green_gold; products: 1; stock: 73; priceproduct: 7.52; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.0121494   0.00239404  0.02692489 ... -0.01093446  0.03241853
  0.0141416 ]"|1
1484|1484|08a03a4593|3|297|1124.0|green_silver|Cross Docking|new|not refubirshed|ACC CARS & VANS,INDUSTRY|no|3.78|reputation: green_silver; products: 3; stock: 297; priceproduct: 3.78; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.009969   -0.00993095  0.01560034 ... -0.00452029  0.01686359
  0.03091151]"|1
1485|1485|08a2aa4b54|6|8122|5674.400000000001|green_platinum|Cross Docking|new|not refubirshed|APPAREL,HEALTH,INDUSTRY|yes,no|0.7|reputation: green_platinum; products: 6; stock: 8122; priceproduct: 0.7; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:0|59|3|"[ 0.00488403 -0.0163743   0.02337004 ...  0.00077566  0.02524881
  0.02113996]"|0
1486|1486|08a2e39fd4|4|385|4523.0|green_gold|Cross Docking|new|not refubirshed|SPORTS,TOYS AND GAMES,BABY|no|11.75|reputation: green_gold; products: 4; stock: 385; priceproduct: 11.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: no; Cluster:1|56|3|"[-0.01322957  0.00031835  0.0289113  ... -0.00730351  0.03769065
  0.01884533]"|1
1487|1487|08a37e2dfe|1|95|155.0|green|Other|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|1.63|reputation: green; products: 1; stock: 95; priceproduct: 1.63; logistictype: Other; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:3|53|2|"[-0.00658935  0.00399615  0.01289513 ... -0.00753708  0.02565593
  0.01356675]"|3
1488|1488|08a401ee21|2|2|4400.0|red|Cross Docking|used|not refubirshed|ACC CARS & VANS|no|2200.0|reputation: red; products: 2; stock: 2; priceproduct: 2200.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01683261 -0.00253549  0.02149488 ...  0.00392433  0.01250336
  0.00919587]"|1
1489|1489|08a4ec6b59|2|8|664.0|yellow|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|83.0|reputation: yellow; products: 2; stock: 8; priceproduct: 83.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.02519046  0.00337858  0.00684172 ... -0.00051285  0.02285229
  0.02311699]"|1
1490|1490|08a70988a9|1|5|349.0|green|Cross Docking|new|not refubirshed|STATIONERY|no|69.8|reputation: green; products: 1; stock: 5; priceproduct: 69.8; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00756739  0.01692893  0.01503801 ... -0.00681922  0.01968342
  0.0153209 ]"|1
1491|1491|08a819f350|4|4|1840.0|green|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|460.0|reputation: green; products: 4; stock: 4; priceproduct: 460.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.00904936  0.00771397  0.01906856 ... -0.00646063  0.02027714
  0.01653206]"|1
1492|1492|08aa053e5c|1|13|389.0|green|DropShipping|new|not refubirshed|MUSICAL INSTRUMENTS|no|29.92|reputation: green; products: 1; stock: 13; priceproduct: 29.92; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[ 0.01818374  0.00556616  0.00863764 ... -0.0088972   0.02262513
  0.01240128]"|3
1493|1493|08aa535e10|5|34|3747.01|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,AUDIO & GENERAL ELECTRONICS|yes,no|110.21|reputation: green_gold; products: 5; stock: 34; priceproduct: 110.21; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:3|62|3|"[-0.01484853  0.00081701  0.02254608 ... -0.01615423  0.03522351
  0.00409549]"|3
1494|1494|08aaa894c3|12|1493|69104.99|green_platinum|FulfilledbyMerchant,DropShipping|new|not refubirshed|HOUSEHOLD ITEMS,SPORTS,IT PERIPHERALS, PARTS & ACCESSORIES,HOUSEHOLD APPLIANCES|yes,no|46.29|reputation: green_platinum; products: 12; stock: 1493; priceproduct: 46.29; logistictype: FulfilledbyMerchant,DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: yes,no; Cluster:0|63|5|"[ 0.01791695 -0.013088    0.01547643 ... -0.0027865   0.02721769
  0.01982174]"|0
1495|1495|08abfc2b34|1|35|599.0|red|Cross Docking|new|not refubirshed|APPAREL|no|17.11|reputation: red; products: 1; stock: 35; priceproduct: 17.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01871178  0.00364828  0.01685986 ...  0.00206304  0.01656355
  0.00912625]"|1
1496|1496|08ac96e761|2|742|274.0|green_gold|Cross Docking|new|not refubirshed|OTHER,DECOR|no|0.37|reputation: green_gold; products: 2; stock: 742; priceproduct: 0.37; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.0135399  -0.01219573  0.03087068 ... -0.01617539  0.02966243
  0.01502   ]"|1
1497|1497|08ad1c18b3|2|23|2248.0|green_gold|Cross Docking|new|not refubirshed|OTHER,DRINKS|no|97.74|reputation: green_gold; products: 2; stock: 23; priceproduct: 97.74; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01316863 -0.00223942  0.02662403 ... -0.01524391  0.03350643
  0.01607403]"|1
1498|1498|08ad7b8c82|1|3|4188.55|red|Cross Docking|new|not refubirshed|CONSTRUCTION|yes|1396.18|reputation: red; products: 1; stock: 3; priceproduct: 1396.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|56|1|"[-0.01667085 -0.00101272  0.02310706 ...  0.0077325   0.02058986
  0.01308345]"|1
1499|1499|08ad7e2f2b|3|10|3740.0|green_gold|Cross Docking|new|not refubirshed|ACC MOTORCYCLES|no|374.0|reputation: green_gold; products: 3; stock: 10; priceproduct: 374.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01687648  0.00154089  0.03078436 ... -0.00650865  0.03980889
  0.01085022]"|1
1500|1500|08b1b0f879|1|9|2450.0|green_silver|Cross Docking|new|not refubirshed|ACC CARS & VANS|no|272.22|reputation: green_silver; products: 1; stock: 9; priceproduct: 272.22; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00364972 -0.00298186  0.01867751 ... -0.0082476   0.01718753
  0.02591674]"|1
1501|1501|08b3635781|4|154|2742.0|green_silver|Cross Docking|new|not refubirshed|APPAREL,FOOTWEAR|no|17.81|reputation: green_silver; products: 4; stock: 154; priceproduct: 17.81; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.00434005 -0.00817167  0.01588649 ... -0.01094222  0.015017
  0.02981295]"|1
1502|1502|08b3800da8|1|3|349.0|light_green|Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES|no|116.33|reputation: light_green; products: 1; stock: 3; priceproduct: 116.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.0005487  -0.01049824  0.02061285 ... -0.00603852  0.02202933
  0.0289052 ]"|1
1503|1503|08b38b04f2|1|80|331.55|green|Cross Docking|new|not refubirshed|PET|yes|4.14|reputation: green; products: 1; stock: 80; priceproduct: 4.14; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|55|1|"[-0.00765592  0.00626156  0.01851178 ... -0.01299413  0.02289299
  0.01649312]"|1
1504|1504|08b433d66f|1|2|3850.0|green|Cross Docking|new|not refubirshed|FURNITURE|no|1925.0|reputation: green; products: 1; stock: 2; priceproduct: 1925.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00628177  0.00596996  0.02149186 ... -0.00733507  0.02289119
  0.01167375]"|1
1505|1505|08b4460eac|9|2285|948.58|green_platinum|FulfilledbyMerchant|new|not refubirshed|BEAUTY PROFESSIONAL,TOYS AND GAMES,CONSTRUCTION,SPORTS,APPAREL ACCESSORIES,DECOR|yes|0.42|reputation: green_platinum; products: 9; stock: 2285; priceproduct: 0.42; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 6; regularprice: yes; Cluster:0|59|6|"[ 0.0075394  -0.01555002  0.00346379 ... -0.00210716  0.02643351
  0.02074856]"|0
1506|1506|08b4c4b589|4|3|460.1|green|Cross Docking|new|not refubirshed|TOYS AND GAMES|yes,no|153.37|reputation: green; products: 4; stock: 3; priceproduct: 153.37; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:1|56|1|"[-0.00941546  0.00592226  0.02594515 ... -0.00612155  0.0231175
  0.01881587]"|1
1507|1507|08b54e1649|1|3|712.5|yellow|Cross Docking|new|not refubirshed|TELEVISIONS & STREAMING DEVICES|yes|237.5|reputation: yellow; products: 1; stock: 3; priceproduct: 237.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|55|1|"[-0.03251174  0.00206228  0.00061263 ... -0.00431015  0.02872426
  0.01208207]"|1
1508|1508|08b8a590a9|2|200|4870.29|green|DropShipping,Cross Docking|new|not refubirshed|BEAUTY PROFESSIONAL,AUDIO & GENERAL ELECTRONICS|yes|24.35|reputation: green; products: 2; stock: 200; priceproduct: 24.35; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:3|58|2|"[ 0.00974162  0.00291225  0.02546122 ... -0.01512765  0.01856243
  0.00999009]"|3
1509|1509|08b947b7c8|5|41|4254.69|green|Cross Docking|new|not refubirshed|TOYS AND GAMES,TOOLS,SECURITY,LIGHTING,DECOR|no|103.77|reputation: green; products: 5; stock: 41; priceproduct: 103.77; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: no; Cluster:1|55|5|"[-0.01664537  0.01275998  0.01348849 ... -0.01254658  0.01960357
  0.01577704]"|1
1510|1510|08b997dc93|5|53|1447.0|green_silver|FulfilledbyMerchant,Cross Docking|new|not refubirshed|MANICURE & PEDICURE|yes,no|27.3|reputation: green_silver; products: 5; stock: 53; priceproduct: 27.3; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:3|63|1|"[-0.00454379 -0.00346059 -0.00062166 ... -0.01083577  0.01405334
  0.01373686]"|3
1511|1511|08ba95e9e9|1|2|5999.0|red|Cross Docking|new|not refubirshed|WEARABLES|no|2999.5|reputation: red; products: 1; stock: 2; priceproduct: 2999.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00927007 -0.00168974  0.01465268 ...  0.00766371  0.02347803
  0.00923173]"|1
1512|1512|08bacd7acf|3|115|1650.0|green_gold|Cross Docking|new|not refubirshed|PARTY,APPAREL|no|14.35|reputation: green_gold; products: 3; stock: 115; priceproduct: 14.35; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01240478 -0.00648751  0.0294308  ... -0.00839081  0.03477781
  0.0199217 ]"|1
1513|1513|08bd3820f0|2|2|700.0|green|Cross Docking|new|not refubirshed|HAIR|no|350.0|reputation: green; products: 2; stock: 2; priceproduct: 350.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00242655  0.00320401  0.02725716 ... -0.00844307  0.0248934
  0.01656113]"|1
1514|1514|08be1d9b04|1|34577|806.42|orange|DropShipping|new|not refubirshed|FOOTWEAR|no|0.02|reputation: orange; products: 1; stock: 34577; priceproduct: 0.02; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|55|1|"[-0.00045473 -0.00058489 -0.0121299  ...  0.00060175  0.01166309
  0.016499  ]"|3
1515|1515|08bed7429d|2|70|428.0|green_gold|Cross Docking|new|not refubirshed|SPORTS,TOOLS|no|6.11|reputation: green_gold; products: 2; stock: 70; priceproduct: 6.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01240713 -0.00289588  0.03367002 ... -0.00575398  0.03036044
  0.01344987]"|1
1516|1516|08bf4e6b0b|2|3|1948.0|light_green|DropShipping|new|not refubirshed|TOYS AND GAMES|no|649.33|reputation: light_green; products: 2; stock: 3; priceproduct: 649.33; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|55|1|"[ 0.02034745 -0.01487925  0.0067525  ... -0.0058963   0.02018916
  0.02495225]"|3
