|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
1406|1406|081f74edee|4|21|101996.0|newbie|Other|new|not refubirshed|OTHER,ANTIQUES & HOBBIES|no|4856.95|reputation: newbie; products: 4; stock: 21; priceproduct: 4856.95; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:2|54|2|"[-0.01860479 -0.01174162 -0.02225606 ...  0.00635184  0.02471043
  0.0086282 ]"|2
1407|1407|081fd108e9|1|1|1700.0|newbie|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|1700.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1700.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:2|56|2|"[-0.02584288 -0.00331977  0.00067014 ...  0.00588237  0.01508262
  0.01178758]"|2
1408|1408|081fe762d3|1|1|3999.0|newbie|Cross Docking|new|not refubirshed|COMPUTERS & NOTEBOOKS|no|3999.0|reputation: newbie; products: 1; stock: 1; priceproduct: 3999.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.01066815 -0.00877712 -0.01075856 ...  0.00289306  0.02126096
  0.01385503]"|2
1409|1409|0820955fed|1|5|500.0|newbie|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|100.0|reputation: newbie; products: 1; stock: 5; priceproduct: 100.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.02045687  0.00161757 -0.01339633 ...  0.00120197  0.02080056
  0.00753124]"|2
1410|1410|082111dbc2|1|6|5350.0|green|Cross Docking|new|not refubirshed|HEALTH|no|891.67|reputation: green; products: 1; stock: 6; priceproduct: 891.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00406475  0.00164189  0.02732646 ... -0.00421351  0.01923414
  0.02107871]"|1
1411|1411|08234bc825|3|369|2310.0|green_gold|Cross Docking|new|not refubirshed|APPAREL|no|6.26|reputation: green_gold; products: 3; stock: 369; priceproduct: 6.26; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00916624 -0.0047796   0.03606044 ...  0.00108911  0.04183374
  0.01763727]"|1
1412|1412|082579482b|117|6852|563690.51|green_platinum|FulfilledbyMerchant,Other,Cross Docking|new|not refubirshed|HEALTH|yes,no|82.27|reputation: green_platinum; products: 117; stock: 6852; priceproduct: 82.27; logistictype: FulfilledbyMerchant,Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes,no; Cluster:0|66|1|"[ 0.00428788 -0.01503218  0.01473699 ... -0.01083891  0.01824147
  0.02002777]"|0
1413|1413|082688f00b|1|1|1100.0|newbie|DropShipping|used|not refubirshed|ANTIQUES & HOBBIES|no|1100.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1100.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.00079765 -0.01420963 -0.01893155 ... -0.00063227  0.02241086
  0.00585489]"|2
1414|1414|082760a0a1|21|3805|90021.0|green_platinum|Other,Cross Docking|new|not refubirshed|MATTRESSES & SOMMIER,FURNITURE|yes,no|23.66|reputation: green_platinum; products: 21; stock: 3805; priceproduct: 23.66; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:0|61|2|"[ 0.00383387 -0.0309998   0.02330216 ... -0.00996956  0.02192705
  0.01348955]"|0
1415|1415|0828602443|2|23|1150.24|green_platinum|FulfilledbyMerchant|new|not refubirshed|SPORTS,DECOR|yes,no|50.01|reputation: green_platinum; products: 2; stock: 23; priceproduct: 50.01; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:0|59|2|"[ 0.00769736 -0.0192905   0.00308949 ... -0.00780662  0.02055644
  0.02159631]"|0
1416|1416|0829e907a8|7|77|853.97|green_gold|FulfilledbyMerchant|new|not refubirshed|SMARTPHONES & TABLETS,AUDIO & GENERAL ELECTRONICS|no|11.09|reputation: green_gold; products: 7; stock: 77; priceproduct: 11.09; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|57|2|"[-0.02170695 -0.0033773   0.01551772 ... -0.00826471  0.03169007
  0.01278017]"|3
1417|1417|082c79b2f1|1|0|200.0|green|Cross Docking|new|not refubirshed|CPG PERSONAL CARE|no|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|52|1|"[-0.00901162  0.01062946  0.01994123 ... -0.00891645  0.01645664
  0.02434821]"|1
1418|1418|082cd3f40f|1|1|200.0|newbie|Cross Docking|used|not refubirshed|BABY|no|200.0|reputation: newbie; products: 1; stock: 1; priceproduct: 200.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.02080281 -0.00720878 -0.00299144 ...  0.00191971  0.01524487
  0.0119808 ]"|2
1419|1419|082dcecb94|7|77|2727.2|green|FulfilledbyMerchant,Cross Docking|new|not refubirshed|CPG PERSONAL CARE,SPORTS,OTHER|yes,no|35.42|reputation: green; products: 7; stock: 77; priceproduct: 35.42; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:3|61|3|"[-0.01532402  0.00786305  0.01332847 ... -0.01039472  0.01409542
  0.01180947]"|3
1420|1420|082e859a7f|15|68|3864.56|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,TOYS AND GAMES,ANTIQUES & HOBBIES,WEARABLES,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,APPAREL ACCESSORIES|yes,no|56.83|reputation: green_gold; products: 15; stock: 68; priceproduct: 56.83; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 8; regularprice: yes,no; Cluster:3|62|8|"[-0.0125245   0.00549614  0.02013983 ... -0.01332491  0.02975999
  0.01116762]"|3
1421|1421|082fb15e32|3|17|1319.0|green_silver|Cross Docking|new|not refubirshed|CPG PERSONAL CARE,CPG HOME CARE|no|77.59|reputation: green_silver; products: 3; stock: 17; priceproduct: 77.59; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.00696488 -0.0078553   0.01969483 ... -0.00608955  0.01374111
  0.0274973 ]"|1
1422|1422|0831de08e7|1|1|1999.0|green|Cross Docking|new|not refubirshed|HOUSEHOLD APPLIANCES|no|1999.0|reputation: green; products: 1; stock: 1; priceproduct: 1999.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00946062  0.00263734  0.02198468 ... -0.0129145   0.02979345
  0.00874732]"|1
1423|1423|0834c66a32|8|36|9387.13|green_platinum|Cross Docking|new|not refubirshed|TOYS AND GAMES,BABY|yes,no|260.75|reputation: green_platinum; products: 8; stock: 36; priceproduct: 260.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:0|58|2|"[ 0.00523693 -0.00915028  0.02376318 ... -0.00300291  0.02584418
  0.02674696]"|0
1424|1424|0834ccb1e7|2|2|5650.0|green|Cross Docking|new|not refubirshed|MUSICAL INSTRUMENTS,AUDIO & GENERAL ELECTRONICS|no|2825.0|reputation: green; products: 2; stock: 2; priceproduct: 2825.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.00348616  0.00030597  0.02399669 ... -0.00564496  0.01852323
  0.02035766]"|1
1425|1425|08351cad57|1|1|1849.0|yellow|DropShipping|used|not refubirshed|FOOTWEAR|no|1849.0|reputation: yellow; products: 1; stock: 1; priceproduct: 1849.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:3|55|1|"[-0.01078767 -0.00190847 -0.00760442 ... -0.0058949   0.03351251
  0.00938763]"|3
1426|1426|0837491d19|1|5|849.0|green|DropShipping|new|not refubirshed|INDUSTRY|no|169.8|reputation: green; products: 1; stock: 5; priceproduct: 169.8; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[ 0.01145398  0.01828287  0.00111187 ... -0.00631781  0.02511176
  0.01204842]"|3
1427|1427|0837f3246d|1|20|1050.0|green|Cross Docking|new|not refubirshed|FOODS|no|52.5|reputation: green; products: 1; stock: 20; priceproduct: 52.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00456569  0.00769215  0.01946523 ... -0.01294926  0.02078796
  0.01408411]"|1
1428|1428|08388112ee|1|0|379.0|green|Cross Docking|new|not refubirshed|APPAREL|no|inf|reputation: green; products: 1; stock: 0; priceproduct: inf; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|52|1|"[-0.00901162  0.01062946  0.01994123 ... -0.00891645  0.01645664
  0.02434821]"|1
1429|1429|0838dcc8e1|15|538|61395.0|green_platinum|FulfilledbyMerchant,Other,Cross Docking|new|not refubirshed|TOYS AND GAMES,FURNITURE,SPORTS,BABY,APPAREL ACCESSORIES,DECOR|yes|114.12|reputation: green_platinum; products: 15; stock: 538; priceproduct: 114.12; logistictype: FulfilledbyMerchant,Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 6; regularprice: yes; Cluster:0|64|6|"[ 0.01084085 -0.00819507  0.00814201 ... -0.01054519  0.02909592
  0.017967  ]"|0
1430|1430|0838fafa78|13|52|14954.44|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP,TOYS AND GAMES,TOOLS,FURNITURE,SPORTS,HOUSEHOLD ITEMS,APPAREL ACCESSORIES,FOOTWEAR|yes,no|287.59|reputation: green_platinum; products: 13; stock: 52; priceproduct: 287.59; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 8; regularprice: yes,no; Cluster:0|63|8|"[ 0.00710962 -0.01237387  0.0165087  ... -0.00607208  0.01814732
  0.02822406]"|0
1431|1431|083cb715cd|2|43|355.0|green_gold|Cross Docking|new|not refubirshed|INDUSTRY|no|8.26|reputation: green_gold; products: 2; stock: 43; priceproduct: 8.26; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00967397 -0.00479923  0.02979976 ... -0.00990808  0.03141586
  0.01922711]"|1
1432|1432|0840234cbc|1|49|499.0|green|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|10.18|reputation: green; products: 1; stock: 49; priceproduct: 10.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00502122  0.00633657  0.02264168 ... -0.01250317  0.02228698
  0.01514864]"|1
