,seller_nickname,stock,price,regular_price,Products,total_amount,regular_total_amount,Kmeans,AgC
b1deb51df5,,306,1502.61,2197.69,2,459798.66,3302270.9709,,
b1dfbd4eab,,466,614.6899999999999,1615.0,5,286445.54,992724.3499999999,,
b1e088ee2f,,95,4853.95,0.0,5,461125.25,0.0,,
b1e1640520,,5,349.0,0.0,1,1745.0,0.0,,
b1e6dda949,,1342,298.0,0.0,1,399916.0,0.0,,
b1e8593eea,,100,5000.0,0.0,1,500000.0,0.0,,
b1e870b100,,23,499.0,0.0,1,11477.0,0.0,,
b1e8851996,,1,1100.0,0.0,1,1100.0,0.0,,
b1e8f74d60,,104,861.8,1160.0,4,89627.2,999688.0,,
b1e931cabf,,27,5697.0,0.0,4,153819.0,0.0,,
b1e966e4dd,,49,2250.0,0.0,1,110250.0,0.0,,
b1ebf6cbcc,,39,1635.05,1947.0,3,63766.95,3183442.35,,
b1ec88b548,,14,246.05,259.0,1,3444.7000000000003,63726.950000000004,,
b1ecc551bb,,32,13446.0,0.0,5,430272.0,0.0,,
b1ecee216a,,5,799.0,0.0,1,3995.0,0.0,,
b1eefd9a03,,384,20873.0,0.0,20,8015232.0,0.0,,
b1f11498f1,,29,918.0,0.0,1,26622.0,0.0,,
b1f182b92d,,15,2160.0,0.0,3,32400.0,0.0,,
b1f3fc48d8,,870,11692.0,0.0,38,10172040.0,0.0,,
b1f405b3d4,,1321,12891.8,6334.3,15,17030067.8,81660528.74,,
b1f467129c,,11,839.0,0.0,1,9229.0,0.0,,
b1f5e8c11a,,150,8490.460000000001,9221.88,20,1273569.0000000002,78298003.2648,,
b1fb2fc7f0,,1,37000.0,0.0,1,37000.0,0.0,,
b1ff15e8a6,,26,8280.3,1418.0,9,215287.8,11741465.399999999,,
b2057ffc68,,23,101.25,135.0,1,2328.75,13668.75,,
b2075c35af,,5,399.0,0.0,1,1995.0,0.0,,
b209c146b5,,883,100.0,125.0,1,88300.0,12500.0,,
b20afd96f8,,1,2800.0,0.0,1,2800.0,0.0,,
b20b29116e,,2,174.44,196.0,1,348.88,34190.24,,
b20c5cb9e7,,45,12752.0,0.0,18,573840.0,0.0,,
b20caab2d2,,10995,379.0,0.0,1,4167105.0,0.0,,
b20ea5ffd2,,101,8099.0,0.0,3,817999.0,0.0,,
b20f3396bf,,1166,8964.0,0.0,10,10452024.0,0.0,,
b2105bdfa7,,5,2990.0,0.0,1,14950.0,0.0,,
b213cbdd3d,,437,2652.35,2995.0,3,1159076.95,7943788.25,,
b2159a6366,,1,1099.0,0.0,1,1099.0,0.0,,
b215cc5064,,1949,930.5,90.0,4,1813544.5,83745.0,,
b21815482b,,3,160.0,0.0,1,480.0,0.0,,
b219a696b7,,1,3999.0,0.0,1,3999.0,0.0,,
b21f5c8a27,,1,800.0,0.0,1,800.0,0.0,,
b220b9972a,,24,6254.0,0.0,10,150096.0,0.0,,
b22564d0cd,,4,1171.4,320.0,3,4685.6,374848.0,,
b22592fb82,,5,2199.0,0.0,1,10995.0,0.0,,
b227e6c732,,3,5097.0,0.0,3,15291.0,0.0,,
b2287316a7,,10,1300.0,0.0,1,13000.0,0.0,,
b229f77e77,,240,238.0,0.0,1,57120.0,0.0,,
b22a9044f8,,1,600.0,0.0,1,600.0,0.0,,
b22b42d18a,,1,199.0,0.0,1,199.0,0.0,,
b22d2fac93,,2,149.0,0.0,1,298.0,0.0,,
b22d8d8bb6,,12,424.98,499.98,2,5099.76,212481.50040000002,,
b22f1cb40d,,940,8091.64,8654.89,14,7606141.600000001,70032254.1196,,
b22f358d42,,3,7649.0,0.0,3,22947.0,0.0,,
b2319dd8f5,,3,9785.0,0.0,3,29355.0,0.0,,
b23225c647,,21,109.0,0.0,1,2289.0,0.0,,
b23472b271,,1,600.0,0.0,1,600.0,0.0,,
b234e99d51,,5,93.99,0.0,1,469.95,0.0,,
b23dfd2fcb,,13,299.0,0.0,1,3887.0,0.0,,
b23e16a9f7,,100,300.0,0.0,1,30000.0,0.0,,
b23e1ef7b2,,1140,3134.86,2976.4,15,3573740.4000000004,9330597.304000001,,
b23eccbaed,,2,6700.0,0.0,2,13400.0,0.0,,
b23f1a6739,,1,218.0,0.0,1,218.0,0.0,,
b23f5d5047,,13,419.1,79.0,4,5448.3,33108.9,,
b240f59ef6,,133,998.0,0.0,2,132734.0,0.0,,
b242c5a21b,,196,204.3,498.0,2,40042.8,101741.40000000001,,
b242d68f15,,28,80.73,179.4,1,2260.44,14482.962000000001,,
b243b845b3,,2,2198.0,0.0,2,4396.0,0.0,,
b243e6a680,,50,606.0,0.0,1,30300.0,0.0,,
b2445a1ad5,,6,884.8,1120.0,1,5308.799999999999,990976.0,,
b244beaab7,,15,2307.0,0.0,3,34605.0,0.0,,
b24c8102b8,,9,27750.0,0.0,8,249750.0,0.0,,
b24d24ea13,,10,1348.0,0.0,2,13480.0,0.0,,
b24e776446,,35,151.05,159.0,1,5286.75,24016.95,,
b24ef4ee96,,30,1649.3400000000001,1736.15,2,49480.200000000004,2863501.6410000003,,
b24f1ac569,,1,2000.0,0.0,1,2000.0,0.0,,
b24fb83359,,1,4900.0,0.0,1,4900.0,0.0,,
b253d79cda,,8,199.0,0.0,1,1592.0,0.0,,
b254d3437e,,1,175000.0,0.0,1,175000.0,0.0,,
b25589df73,,2,388.55,409.0,1,777.1,158916.95,,
b2572c35a6,,10,1135.6,1336.0,1,11356.0,1517161.5999999999,,
b2582876c9,,369,3587.6,3776.0,4,1323824.4,13546777.6,,
b25847b6ab,,5059,9662.21,10172.31,14,48881120.38999999,98286995.40509999,,
b258d509f6,,1,4049.0,0.0,2,4049.0,0.0,,
b259a5b23b,,3,187.85,289.0,1,563.55,54288.65,,
b25a0e5d11,,99,841.77,0.0,1,83335.23,0.0,,
b25a9a56be,,2,1543.25,2805.9,1,3086.5,4330205.175,,
b25add8ecd,,8,1196.44,471.0,4,9571.52,563523.24,,
b25bb76c8f,,1,40000.0,0.0,1,40000.0,0.0,,
b25d749323,,87,554.0,0.0,2,48198.0,0.0,,
b25f948b98,,59,13487.0,16858.75,2,795733.0,227373961.25,,
b263f04125,,90,1836.37,2955.54,2,165273.3,5427464.9898,,
b266d64d01,,1,415.0,0.0,1,415.0,0.0,,
b267323a83,,21,128.53,158.69,1,2699.13,20396.4257,,
b267f5ed96,,1,40000.0,0.0,1,40000.0,0.0,,
b269c2e13e,,9,677.91,1129.84,1,6101.19,765929.8343999999,,
b26aa40751,,1,5700.0,0.0,1,5700.0,0.0,,
b26d628008,,14,395.0,0.0,1,5530.0,0.0,,
b27048a134,,100,879.93,0.0,1,87993.0,0.0,,
b270c24b93,,1,4976.0,0.0,1,4976.0,0.0,,
b2720c85c2,,317,168.35,233.83,1,53366.95,39365.2805,,
b274422edd,,192,2719.0,0.0,3,522048.0,0.0,,
b277fe8231,,1,2550.0,0.0,1,2550.0,0.0,,
b2782daf89,,1,299.0,0.0,1,299.0,0.0,,
b27ae5d3bb,,12990,1055.3899999999999,1111.13,3,13709516.099999998,1172675.4907,,
b27c17ba8e,,3,801.0,890.0,1,2403.0,712890.0,,
b27c6cded1,,1,6569.0,0.0,1,6569.0,0.0,,
b27d927794,,95,2902.0,0.0,4,275690.0,0.0,,
b28008abad,,1,995.0,0.0,1,995.0,0.0,,
b280160e86,,8,4603.5,345.0,4,36828.0,1588207.5,,
b280b2396d,,2,260.1,289.0,1,520.2,75168.90000000001,,
b281e89e71,,12,626.65,729.53,1,7519.799999999999,457159.97449999995,,
b282c3fd56,,216,4582.07,4099.8099999999995,11,989727.1199999999,18785616.406699996,,
b283d55008,,1,1500.0,0.0,1,1500.0,0.0,,
b284d8c75b,,1,2819.0,0.0,1,2819.0,0.0,,
b2858a9d23,,3,890.0,0.0,1,2670.0,0.0,,
b286255be8,,32190,847.95,0.0,2,27295510.5,0.0,,
b287378794,,658,1390.98,3161.31,1,915264.84,4397318.9838,,
b287ee1028,,1,17000.0,0.0,1,17000.0,0.0,,
b288212bc6,,310,8255.0,0.0,12,2559050.0,0.0,,
b28a7046a7,,33,930.0,0.0,2,30690.0,0.0,,
b28b343d5b,,78698,22195.0,5246.0,32,1746702110.0,116434970.0,,
b28b77878b,,1,8750.0,0.0,1,8750.0,0.0,,
b28c0c7fc3,,1,499.99,0.0,1,499.99,0.0,,
b28c0d3a44,,2,3098.0,0.0,2,6196.0,0.0,,
b28c9fc6ff,,18,2454.8,2888.0,1,44186.4,7089462.4,,
b28d4f1a21,,69,5068.0,0.0,16,349692.0,0.0,,
b28fbf2a61,,267,10029.0,650.0,16,2677743.0,6518850.0,,
b290872c8e,,239,982.4,0.0,3,234793.6,0.0,,
b29648b9ad,,64,84.55,89.0,1,5411.2,7524.95,,
b297940af4,,4700,13770.41,14784.85,21,64720927.0,203593446.2885,,
b299db130a,,1,2200.0,0.0,1,2200.0,0.0,,
b29a26729c,,5,11167.48,561.18,3,55837.399999999994,6266966.426399999,,
b29b163863,,1182,618.98,542.47,3,731634.36,335778.08060000004,,
b29ce9cb5f,,1,3741.2,0.0,1,3741.2,0.0,,
b29dccf404,,400,4500.0,0.0,1,1800000.0,0.0,,
b2a0076f35,,162,750.5,790.0,1,121581.0,592895.0,,
b2a56bd47b,,2,439.0,0.0,2,878.0,0.0,,
b2a59fe7de,,8152,2795.81,798.56,5,22791443.12,2232622.0335999997,,
b2a8f77835,,7,2550.0,0.0,2,17850.0,0.0,,
b2acc6e2d8,,186,824.37,1028.83,3,153332.82,848136.5870999999,,
b2ad167ff6,,50,1250.0,0.0,2,62500.0,0.0,,
b2ad6492bb,,495,17259.9,0.0,19,8543650.5,0.0,,
b2adcc6261,,10,5460.0,0.0,3,54600.0,0.0,,
b2aed3f034,,10,3790.0,0.0,1,37900.0,0.0,,
b2b0974445,,5914,1308.9,0.0,7,7740834.600000001,0.0,,
b2b12862d0,,1,299.0,0.0,1,299.0,0.0,,
b2b1f9e2d3,,10,518.0,0.0,1,5180.0,0.0,,
b2b4248bdb,,5,7237.0,0.0,3,36185.0,0.0,,
b2b5bb975c,,5,649.0,0.0,1,3245.0,0.0,,
b2b67b4030,,39,1247.0,0.0,3,48633.0,0.0,,
b2b7e10035,,7943,2448.8,2815.07,6,19450818.400000002,6893543.416000001,,
b2b86ba235,,9,353.79999999999995,0.0,2,3184.2,0.0,,
b2b9ad8ac2,,1,30000.0,0.0,1,30000.0,0.0,,
b2b9c9e3ef,,794,1050.53,1777.07,4,834120.82,1866865.3471,,
b2bb5c0aeb,,5,0.0,0.0,1,0.0,0.0,,
b2bbaff97b,,1,9000.0,0.0,1,9000.0,0.0,,
b2bd403915,,109,36779.0,0.0,3,4008911.0,0.0,,
b2be0f0636,,119,198.03,268.0,2,23565.57,53072.04,,
b2be67f8eb,,30,307.15,0.0,1,9214.5,0.0,,
b2bf0dfe27,,192,798.2,298.0,4,153254.40000000002,237863.6,,
b2c1e71007,,205,5455.59,2865.0,14,1118395.95,15630265.35,,
b2c27d3c8a,,20,3499.0,0.0,1,69980.0,0.0,,
b2c5d2b01b,,1,670.0,0.0,1,670.0,0.0,,
b2c6d3bd04,,83,59833.9,10317.0,17,4966213.7,617306346.3000001,,
b2c714cf15,,6,5050.0,0.0,6,30300.0,0.0,,
b2c77bac77,,4,740.0,0.0,3,2960.0,0.0,,
b2c7d16299,,2,1973.7,2193.0,1,3947.4,4328324.100000001,,
b2c85b16bb,,9,20550.0,0.0,5,184950.0,0.0,,
b2c8783b7e,,27,719.0,0.0,2,19413.0,0.0,,
b2c9f54392,,741,10496.1,999.0,15,7777610.100000001,10485603.9,,
b2cb9fdf92,,1,850.0,0.0,1,850.0,0.0,,
b2ce44922a,,2,116.96000000000001,0.0,2,233.92000000000002,0.0,,
b2ce9100d0,,0,460.56,0.0,1,0.0,0.0,,
b2cf2bfaaf,,2,5089.0,0.0,2,10178.0,0.0,,
b2cf67eba5,,21,1428.2,1099.0,2,29992.2,1569591.8,,
b2d19185ff,,282,2084.08,2775.52,2,587710.5599999999,5784405.7216,,
b2d34013e0,,116,356.16,636.0,1,41314.560000000005,226517.76,,
b2d4a07cf1,,14,1220.99,759.99,3,17093.86,927940.1901,,
b2d5193821,,4,8655.0,0.0,4,34620.0,0.0,,
b2d55c0608,,279,480.54999999999995,860.29,2,134073.44999999998,413412.35949999996,,
b2d7785d13,,8,479.0,0.0,1,3832.0,0.0,,
b2ddbf0706,,20,100.0,0.0,1,2000.0,0.0,,
b2ddf1d28d,,1,6200.0,0.0,1,6200.0,0.0,,
b2de59eb19,,10,150.0,0.0,1,1500.0,0.0,,
b2de7be8a6,,9,102.88,187.06,1,925.92,19244.732799999998,,
b2e08fc6ca,,9,425.0,0.0,1,3825.0,0.0,,
b2e0d1f0fb,,1,2500.0,0.0,1,2500.0,0.0,,
b2e1e46c9d,,1,5600.0,0.0,1,5600.0,0.0,,
b2e39df35a,,33,1340.72,2089.98,6,44243.76,2802077.9856000002,,
b2e536ff0e,,639,2106.0,480.0,3,1345734.0,1010880.0,,
b2e826ba75,,3,18850.0,0.0,1,56550.0,0.0,,
b2e965cef8,,115,7481.47,12469.05,1,860369.05,93286823.5035,,
b2eb376f0b,,496,523.77,0.0,1,259789.91999999998,0.0,,
b2ed01e91b,,1,197.0,0.0,1,197.0,0.0,,
b2ed6fe117,,1,500.0,0.0,1,500.0,0.0,,
b2ed762b47,,3,749.0,0.0,1,2247.0,0.0,,
b2f457e0cc,,42,4642.6,0.0,8,194989.2,0.0,,
b2f584cf83,,18,637.0,0.0,3,11466.0,0.0,,
b2f6ea608b,,1,1800.0,0.0,1,1800.0,0.0,,
b2f737d34e,,136,456.0,0.0,2,62016.0,0.0,,
b2f86010d6,,1,1750.0,0.0,1,1750.0,0.0,,
b2fd82647e,,1,135.0,0.0,1,135.0,0.0,,
b2fee27094,,10,3990.0,0.0,1,39900.0,0.0,,
b2ff0d2426,,125,10208.0,0.0,16,1276000.0,0.0,,
b3007a010f,,29,22215.19,17630.75,11,644240.51,391670461.0925,,
b3018bf0d4,,35,403.75,425.0,1,14131.25,171593.75,,
b30299309d,,21,23350.0,0.0,2,490350.0,0.0,,
b30349cf45,,348,160.0,0.0,1,55680.0,0.0,,
b303f3860c,,2237,33195.0,0.0,6,74257215.0,0.0,,
b305d7a7f7,,1,23500.0,0.0,1,23500.0,0.0,,
b306e7ee33,,17,1823.65,2805.71,1,31002.050000000003,5116633.0415,,
b308e49f57,,3,804.95,947.0,1,2414.8500000000004,762287.65,,
b30a9eabe0,,4,300.0,0.0,1,1200.0,0.0,,
b30b8db205,,7,299.0,0.0,1,2093.0,0.0,,
b30db73bf3,,8,319.0,0.0,1,2552.0,0.0,,
b30dbea1d6,,1,4900.0,0.0,1,4900.0,0.0,,
b30ef3c6ef,,1,1300.0,0.0,1,1300.0,0.0,,
b310150e06,,27,1898.0,0.0,2,51246.0,0.0,,
b311420f5c,,3900,705.4,742.26,2,2751060.0,523590.20399999997,,
b311648dda,,1,749.0,0.0,1,749.0,0.0,,
b3129071e5,,65,387.78,670.62,3,25205.699999999997,260053.0236,,
b3151c981d,,5,2488.2,0.0,5,12441.0,0.0,,
b315595a2f,,10,749.0,0.0,1,7490.0,0.0,,
b315ba9a00,,3,558.98,0.0,1,1676.94,0.0,,
b317aaedf0,,1,3799.0,0.0,1,3799.0,0.0,,
b31bf21bb2,,161,53.7,179.0,1,8645.7,9612.300000000001,,
b31d53165c,,17,205.77,0.0,1,3498.09,0.0,,
b322501914,,32,921.0,0.0,1,29472.0,0.0,,
b324824c50,,1770,744.69,542.47,3,1318101.3,403971.98430000007,,
b32537608b,,1,2000.0,0.0,1,2000.0,0.0,,
b3253b7664,,1,1520.0,1900.0,1,1520.0,2888000.0,,
b3271c9450,,5,11420.0,0.0,5,57100.0,0.0,,
b327f62bb0,,1,2000.0,0.0,1,2000.0,0.0,,
b32952911d,,128,1032.0,0.0,3,132096.0,0.0,,
b3297faf48,,0,538.0,0.0,2,0.0,0.0,,
b32a660cd0,,1,3499.0,0.0,1,3499.0,0.0,,
b32b6c78cf,,2278,840.0899999999999,0.0,3,1913725.0199999998,0.0,,
b32b9c134b,,2294,43474.0,0.0,7,99729356.0,0.0,,
b32ca4628b,,2,1448.0,0.0,2,2896.0,0.0,,
b32d247632,,31,477.0,561.18,1,14787.0,267682.86,,
b32e10d16a,,296,3901.0,0.0,6,1154696.0,0.0,,
b333e5a6af,,0,940.0,0.0,1,0.0,0.0,,
b3349376c8,,4692,75371.81,81618.0,89,353644532.52,6151696388.58,,
b3360cff3d,,7,253.0,0.0,1,1771.0,0.0,,
b3365c109b,,305,645.76,1022.0,4,196956.8,659966.72,,
b33c5326e8,,0,2789.0,0.0,1,0.0,0.0,,
b33d33f9bf,,3,899.0,0.0,1,2697.0,0.0,,
b33db8cedd,,631,4134.400000000001,0.0,5,2608806.4000000004,0.0,,
b3425bbc73,,41,346.5,770.0,1,14206.5,266805.0,,
b342c09482,,971,371717.85,131164.0,28,360938032.34999996,48756000077.399994,,
b34304ac06,,321,5131.48,5569.0,6,1647205.0799999998,28577212.119999997,,
b3444f4a89,,66,788.0,0.0,2,52008.0,0.0,,
b344b36b97,,1,345.0,0.0,1,345.0,0.0,,
b346740986,,5,240.0,0.0,1,1200.0,0.0,,
b349688e3a,,2,1218.2,149.0,2,2436.4,181511.80000000002,,
b34c9052a2,,20,980.01,1306.8,1,19600.2,1280677.068,,
b34d48537f,,144,1820.0,1100.0,2,262080.0,2002000.0,,
b3519a3401,,1,650.0,0.0,1,650.0,0.0,,
b35272aea2,,90,239.0,0.0,1,21510.0,0.0,,
b354c41259,,4,2575.0,0.0,4,10300.0,0.0,,
b356de3e84,,168,1284.95,0.0,4,215871.6,0.0,,
b3574b7206,,26,1104.0,1012.0,6,28704.0,1117248.0,,
b35c9fb462,,0,182.2,191.92,1,0.0,34967.82399999999,,
b3609767f6,,1,5000.0,0.0,1,5000.0,0.0,,
b360a79891,,1,3500.0,0.0,1,3500.0,0.0,,
b361e052d2,,1,249.0,0.0,1,249.0,0.0,,
b361e5b97e,,5,1870.41,0.0,1,9352.050000000001,0.0,,
b362a8c0b3,,1,7500.0,0.0,1,7500.0,0.0,,
b3645f904f,,117,809.1,899.0,1,94664.7,727380.9,,
b365b647f2,,530,939.2,794.0,3,497776.0,745724.8,,
b3683c2d4c,,17,5763.0,0.0,10,97971.0,0.0,,
b3687e7dd7,,45,196.41,280.59,1,8838.45,55110.681899999996,,
b368bdb3a8,,1,700.0,0.0,1,700.0,0.0,,
b36afb1176,,68,7203.0,0.0,4,489804.0,0.0,,
b36c6439fd,,594,1310.0,0.0,2,778140.0,0.0,,
b36c92c05e,,1,2800.0,0.0,1,2800.0,0.0,,
b36eaa2366,,1,6500.0,0.0,1,6500.0,0.0,,
b36ed59787,,525,415286.41,1093.0,59,218025365.25,453908046.13,,
b37047498d,,19,3113.45,891.0,13,59155.549999999996,2774083.9499999997,,
b3707a6969,,22,439.0,0.0,1,9658.0,0.0,,
b370c0cc15,,10,1005.66,1359.0,1,10056.6,1366691.94,,
b371b3b8b4,,39494,1130.0,0.0,3,44628220.0,0.0,,
b3724274ac,,10,147.0,0.0,1,1470.0,0.0,,
b37402d70b,,150,1399.0,0.0,1,209850.0,0.0,,
b376440b5f,,27,270.0,0.0,1,7290.0,0.0,,
b3771e9e73,,1,299.0,0.0,1,299.0,0.0,,
b37855aa53,,2096,980.76,526.77,4,2055672.96,516634.94519999996,,
b379096d1e,,2,3500.0,0.0,2,7000.0,0.0,,
b37912fff8,,35,85.0,0.0,1,2975.0,0.0,,
b37c9780d5,,409,13651.0,0.0,11,5583259.0,0.0,,
b37df18280,,1,1399.0,0.0,1,1399.0,0.0,,
b37e8f96f1,,1,450.0,0.0,1,450.0,0.0,,
b38108b570,,99,2550.0,0.0,1,252450.0,0.0,,
b3814ae9d7,,1,129.0,0.0,1,129.0,0.0,,
b381b498bc,,1000,279.0,0.0,1,279000.0,0.0,,
b381d0e851,,5,2858.0,0.0,3,14290.0,0.0,,
b38222c225,,9,349.0,0.0,1,3141.0,0.0,,
b382c4e7ed,,1,159.0,0.0,1,159.0,0.0,,
b38317cf46,,312,358.2,0.0,1,111758.4,0.0,,
b3884d3deb,,50,3605.1,0.0,1,180255.0,0.0,,
b38b8ea8d8,,1,4115.32,0.0,1,4115.32,0.0,,
b38cba2588,,10,1270.0,0.0,1,12700.0,0.0,,
b38dcd643e,,3,1590.0,0.0,3,4770.0,0.0,,
b38e840a1b,,8,11168.0,0.0,8,89344.0,0.0,,
b38e98d1ef,,92,5449.0,0.0,1,501308.0,0.0,,
b39188aeac,,57,11578.84,13337.929999999998,9,659993.88,154437757.4012,,
b3918d6216,,119,381.52,770.0,3,45400.88,293770.39999999997,,
b3920c06ae,,1,3600.0,0.0,1,3600.0,0.0,,
b39334f061,,93,6197.0,0.0,3,576321.0,0.0,,
b393a2e32b,,1,2200.0,0.0,1,2200.0,0.0,,
b393d63fc7,,72,4744.49,0.0,5,341603.27999999997,0.0,,
b39681259d,,1,900.0,0.0,1,900.0,0.0,,
b39797960f,,3,3810.0,0.0,3,11430.0,0.0,,
b39a400104,,58,18242.0,0.0,10,1058036.0,0.0,,
b39c26c792,,18,3445.95,0.0,4,62027.1,0.0,,
b39e94f2af,,5,519.0,0.0,1,2595.0,0.0,,
b39ea11dd5,,613,2004.73,0.0,4,1228899.49,0.0,,
b3a0bc52ca,,94,2594.4,1295.0,8,243873.6,3359748.0,,
b3a27b97c7,,1050,658.0,0.0,2,690900.0,0.0,,
b3a534b9df,,101,30819.0,2020.0,26,3112719.0,62254380.0,,
b3a5b1cc56,,1,1800.0,0.0,1,1800.0,0.0,,
b3a71a7868,,17,1210.95,1568.0,2,20586.15,1898769.6,,
b3a818cf9e,,1085,2524.0,0.0,3,2738540.0,0.0,,
b3a9aad328,,6,504.0,0.0,2,3024.0,0.0,,
b3aa138f28,,46,143.65,169.0,1,6607.900000000001,24276.850000000002,,
b3aac20402,,7,675.0,0.0,2,4725.0,0.0,,
b3ab3c4968,,26,596.63,549.0,2,15512.38,327549.87,,
b3ac2e495b,,30,1027.0,0.0,1,30810.0,0.0,,
b3ac70fa2c,,1,9200.0,0.0,1,9200.0,0.0,,
b3acda96f4,,0,836.0,0.0,2,0.0,0.0,,
b3b14da438,,9,2095.0,1100.0,3,18855.0,2304500.0,,
b3b273a432,,11,339.0,0.0,1,3729.0,0.0,,
b3b2973fc5,,12,998.0,0.0,2,11976.0,0.0,,
b3b57ad61c,,24,398.0,0.0,1,9552.0,0.0,,
b3b5ad2761,,1,315.0,0.0,1,315.0,0.0,,
b3b8bd0bc6,,20,6645.0,0.0,1,132900.0,0.0,,
b3b8def6a2,,34,5185.0,0.0,4,176290.0,0.0,,
b3b928a665,,93,294.0,0.0,1,27342.0,0.0,,
b3b9c2c0a2,,1,500.0,0.0,1,500.0,0.0,,
b3ba09c793,,29,98128.0,0.0,12,2845712.0,0.0,,
b3ba1ec64c,,1199,1294.46,1362.17,2,1552057.54,1763274.5782,,
b3bae4d68b,,47,366.37,554.0,4,17219.39,202968.98,,
b3bd0754ed,,13,2232.6,0.0,11,29023.8,0.0,,
b3c0f164fa,,1995,768.0,0.0,2,1532160.0,0.0,,
b3c1760441,,1,399.0,0.0,1,399.0,0.0,,
b3c4a1d0ee,,1,4000.0,0.0,1,4000.0,0.0,,
b3c4cddab5,,1,1899.0,0.0,1,1899.0,0.0,,
b3c74af58d,,5,2399.0,0.0,1,11995.0,0.0,,
b3c9464f2b,,76,61611.32,0.0,39,4682460.32,0.0,,
b3ca33a951,,12,450.0,0.0,1,5400.0,0.0,,
b3cdea1cbb,,100,552.76,0.0,1,55276.0,0.0,,
b3ce9d434e,,20,390.0,0.0,1,7800.0,0.0,,
b3cf725b4f,,104,1984.04,1188.0,3,206340.16,2357039.52,,
b3d10420c6,,158,12720.0,0.0,11,2009760.0,0.0,,
b3d2d8732c,,3,3699.0,0.0,1,11097.0,0.0,,
b3d5ce514c,,363,3554.1,298.0,18,1290138.3,1059121.8,,
b3d866683e,,3,1390.0,0.0,3,4170.0,0.0,,
b3d8872c87,,128,0.0,0.0,14,0.0,0.0,,
b3da6f35d5,,0,486.36,0.0,1,0.0,0.0,,
b3daa12a0d,,1,1480.0,0.0,1,1480.0,0.0,,
b3db2f3f12,,1,1800.0,0.0,1,1800.0,0.0,,
b3dbe20ce0,,1083,1498.0,0.0,3,1622334.0,0.0,,
b3dca0c824,,295,38595.0,0.0,3,11385525.0,0.0,,
b3e1c76e59,,40,850.0,0.0,1,34000.0,0.0,,
b3e1dbc905,,0,699.0,0.0,1,0.0,0.0,,
b3e1f06cc4,,8,398.0,0.0,2,3184.0,0.0,,
b3e3da405e,,10,199.0,0.0,1,1990.0,0.0,,
b3e60a4472,,10,820.0,0.0,1,8200.0,0.0,,
b3e68129c9,,25,1900.0,0.0,1,47500.0,0.0,,
b3e900ec1f,,5,6090.0,0.0,2,30450.0,0.0,,
b3ea397fcb,,1,77.9,0.0,1,77.9,0.0,,
b3eb86b5b3,,544,1073.99,0.0,3,584250.56,0.0,,
b3ebf6667a,,6,160.0,0.0,1,960.0,0.0,,
b3ee693ea1,,20,899.0,0.0,1,17980.0,0.0,,
b3eeccb07f,,2,826.5,870.0,1,1653.0,719055.0,,
b3ef03de31,,2,60.0,0.0,1,120.0,0.0,,
b3f08a0583,,686,5995.88,6434.4,5,4113173.68,38579890.272,,
b3f13f6f3e,,1,8800.0,0.0,1,8800.0,0.0,,
b3f356ac98,,66,658.26,748.05,1,43445.159999999996,492411.393,,
b3f4005399,,149,3300.0,0.0,1,491700.0,0.0,,
b3f56996d1,,36,378.42,0.0,1,13623.12,0.0,,
b3f6c5d113,,2,1250.0,0.0,1,2500.0,0.0,,
b3f784feaf,,110,7847.0,0.0,2,863170.0,0.0,,
b3f7b07f22,,69,567.54,721.6800000000001,3,39160.259999999995,409582.2672,,
b3fa6b1885,,194,3617.0,1284.29,5,701698.0,4645276.93,,
b3fb51435f,,12,817.0,0.0,2,9804.0,0.0,,
b3fbb07279,,47,6989.0,0.0,7,328483.0,0.0,,
b3ffb390ab,,94,483.55,509.0,1,45453.700000000004,246126.95,,
b4000c87b0,,9,598.0,0.0,2,5382.0,0.0,,
b401700e6b,,1,200.0,0.0,1,200.0,0.0,,
b4046ce058,,22,98.34,298.0,1,2163.48,29305.32,,
b4060561ef,,52,2195.01,298.99,8,114140.52000000002,656286.0399000001,,
b40919863a,,1,0.0,0.0,1,0.0,0.0,,
b40b450511,,1,21500.0,0.0,1,21500.0,0.0,,
b40b9d1616,,28,14156.0,0.0,5,396368.0,0.0,,
b40f39448a,,15945,3993.56,0.0,8,63677314.199999996,0.0,,
b4166d5f2e,,28,3129.33,1893.0,2,87621.23999999999,5923821.6899999995,,
b4194a3ec1,,5,1700.0,0.0,1,8500.0,0.0,,
b41975e20b,,9,500.0,0.0,1,4500.0,0.0,,
b41cc11fbe,,5969,5321.0,0.0,4,31761049.0,0.0,,
b41e948a75,,7,7544.0,0.0,6,52808.0,0.0,,
b41f462ed5,,59,22877.0,0.0,3,1349743.0,0.0,,
b41f472432,,408,729.6,1188.0,3,297676.8,866764.8,,
b41f93d6a7,,2,450.0,0.0,1,900.0,0.0,,
b4215806ec,,4,199.0,0.0,1,796.0,0.0,,
b4233ea091,,1,750.0,0.0,1,750.0,0.0,,
b4259f53ef,,1,714.38,336.52,2,714.38,240403.15759999998,,
b426284ec3,,27,233.0,0.0,1,6291.0,0.0,,
b4267bcb86,,111,33683.1,349.0,32,3738824.0999999996,11755401.9,,
b426a6b989,,200,342.69,360.84,1,68538.0,123656.25959999999,,
b426e5691a,,43,2800.0,3920.0,2,120400.0,10976000.0,,
b427a11958,,19,1395.0,1743.75,1,26505.0,2432531.25,,
